Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
2223,14/05/2023,Brentford,West Ham,2,0,H,2.0,3.5,3.6
2223,14/05/2023,Everton,Man City,0,3,A,9.0,4.75,1.36
2223,14/05/2023,Arsenal,Brighton,0,3,A,1.73,4.2,4.2
2223,15/05/2023,Leicester,Liverpool,0,3,A,5.25,4.33,1.57
2223,18/05/2023,Newcastle,Brighton,4,1,H,2.0,3.8,3.5
2223,20/05/2023,Tottenham,Brentford,1,3,A,1.83,3.9,4.0
2223,20/05/2023,Bournemouth,Man United,0,1,A,6.0,4.75,1.5
2223,20/05/2023,Fulham,Crystal Palace,2,2,D,2.45,3.4,2.9
2223,20/05/2023,Liverpool,Aston Villa,1,1,D,1.45,5.0,6.25
2223,20/05/2023,Wolves,Everton,1,1,D,2.75,3.3,2.6
2223,20/05/2023,Nott'm Forest,Arsenal,1,0,H,5.25,4.33,1.57
2223,21/05/2023,West Ham,Leeds,3,1,H,2.4,3.5,2.88
2223,21/05/2023,Brighton,Southampton,3,1,H,1.22,7.0,11.0
2223,21/05/2023,Man City,Chelsea,1,0,H,1.25,6.0,11.0
2223,22/05/2023,Newcastle,Leicester,0,0,D,1.36,5.5,7.0
2223,24/05/2023,Brighton,Man City,1,1,D,4.0,4.33,1.75
2223,25/05/2023,Man United,Chelsea,4,1,H,1.6,4.33,5.0
2223,28/05/2023,Arsenal,Wolves,5,0,H,1.36,5.25,8.0
2223,28/05/2023,Aston Villa,Brighton,2,1,H,2.0,3.6,3.5
2223,28/05/2023,Brentford,Man City,1,0,H,3.8,4.0,1.83
2223,28/05/2023,Chelsea,Newcastle,1,1,D,2.9,3.5,2.38
2223,28/05/2023,Crystal Palace,Nott'm Forest,1,1,D,1.67,4.0,5.0
2223,28/05/2023,Everton,Bournemouth,1,0,H,1.5,4.5,6.5
2223,28/05/2023,Leeds,Tottenham,1,4,A,2.75,3.8,2.3
2223,28/05/2023,Leicester,West Ham,2,1,H,1.91,3.8,3.6
2223,28/05/2023,Man United,Fulham,2,1,H,1.5,4.33,6.0
2223,28/05/2023,Southampton,Liverpool,4,4,D,6.5,4.75,1.44
2324,11/08/2023,Burnley,Man City,0,3,A,8.0,5.5,1.33
2324,12/08/2023,Arsenal,Nott'm Forest,2,1,H,1.18,7.0,15.0
2324,12/08/2023,Bournemouth,West Ham,1,1,D,2.7,3.4,2.55
2324,12/08/2023,Brighton,Luton,4,1,H,1.33,5.5,9.0
2324,12/08/2023,Everton,Fulham,0,1,A,2.2,3.4,3.3
2324,12/08/2023,Sheffield United,Crystal Palace,0,1,A,3.0,3.3,2.38
2324,12/08/2023,Newcastle,Aston Villa,5,1,H,1.75,3.75,4.6
2324,13/08/2023,Brentford,Tottenham,2,2,D,2.75,3.4,2.45
2324,13/08/2023,Chelsea,Liverpool,1,1,D,2.9,3.4,2.38
2324,14/08/2023,Man United,Wolves,1,0,H,1.33,5.5,9.0
2324,18/08/2023,Nott'm Forest,Sheffield United,2,1,H,1.95,3.4,4.0
2324,19/08/2023,Fulham,Brentford,0,3,A,2.7,3.3,2.63
2324,19/08/2023,Liverpool,Bournemouth,3,1,H,1.2,7.0,13.0
2324,19/08/2023,Wolves,Brighton,1,4,A,4.0,3.8,1.85
2324,19/08/2023,Tottenham,Man United,2,0,H,2.8,3.6,2.38
2324,19/08/2023,Man City,Newcastle,1,0,H,1.67,4.0,5.0
2324,20/08/2023,Aston Villa,Everton,4,0,H,1.7,4.0,4.5
2324,20/08/2023,West Ham,Chelsea,3,1,H,3.75,3.5,2.0
2324,21/08/2023,Crystal Palace,Arsenal,0,1,A,5.5,4.0,1.6
2324,25/08/2023,Chelsea,Luton,3,0,H,1.29,5.5,11.0
2324,26/08/2023,Bournemouth,Tottenham,0,2,A,3.8,3.75,1.91
2324,26/08/2023,Arsenal,Fulham,2,2,D,1.2,7.0,13.0
2324,26/08/2023,Brentford,Crystal Palace,1,1,D,2.15,3.4,3.5
2324,26/08/2023,Everton,Wolves,0,1,A,2.3,3.3,3.2
2324,26/08/2023,Man United,Nott'm Forest,3,2,H,1.3,6.0,8.0
2324,26/08/2023,Brighton,West Ham,1,3,A,1.53,4.75,5.25
2324,27/08/2023,Burnley,Aston Villa,1,3,A,3.4,3.4,2.15
2324,27/08/2023,Sheffield United,Man City,1,2,A,13.0,8.0,1.17
2324,27/08/2023,Newcastle,Liverpool,1,2,A,2.2,3.75,3.0
2324,01/09/2023,Luton,West Ham,1,2,A,4.75,3.8,1.73
2324,02/09/2023,Sheffield United,Everton,2,2,D,2.9,3.25,2.5
2324,02/09/2023,Brentford,Bournemouth,2,2,D,1.73,3.8,4.75
2324,02/09/2023,Burnley,Tottenham,2,5,A,3.6,4.0,1.85
2324,02/09/2023,Chelsea,Nott'm Forest,0,1,A,1.4,4.5,8.5
2324,02/09/2023,Man City,Fulham,5,1,H,1.17,8.0,15.0
2324,02/09/2023,Brighton,Newcastle,3,1,H,2.5,3.8,2.55
2324,03/09/2023,Crystal Palace,Wolves,3,2,H,1.91,3.3,4.33
2324,03/09/2023,Liverpool,Aston Villa,3,0,H,1.65,4.5,4.5
2324,03/09/2023,Arsenal,Man United,3,1,H,1.75,3.8,4.5
2324,16/09/2023,Wolves,Liverpool,1,3,A,6.0,5.0,1.45
2324,16/09/2023,Aston Villa,Crystal Palace,3,1,H,1.91,3.6,4.0
2324,16/09/2023,Fulham,Luton,1,0,H,1.67,3.75,5.5
2324,16/09/2023,Man United,Brighton,1,3,A,2.15,4.0,2.88
2324,16/09/2023,Tottenham,Sheffield United,2,1,H,1.29,5.5,11.0
2324,16/09/2023,West Ham,Man City,1,3,A,7.0,4.5,1.45
2324,16/09/2023,Newcastle,Brentford,1,0,H,1.53,4.2,6.0
2324,17/09/2023,Bournemouth,Chelsea,0,0,D,4.33,3.75,1.8
2324,17/09/2023,Everton,Arsenal,0,1,A,6.0,4.5,1.5
2324,18/09/2023,Nott'm Forest,Burnley,1,1,D,2.2,3.5,3.25
2324,23/09/2023,Crystal Palace,Fulham,0,0,D,1.91,3.4,4.2
2324,23/09/2023,Luton,Wolves,1,1,D,3.25,3.4,2.2
2324,23/09/2023,Man City,Nott'm Forest,2,0,H,1.14,8.5,15.0
2324,23/09/2023,Brentford,Everton,1,3,A,1.8,3.8,4.2
2324,23/09/2023,Burnley,Man United,0,1,A,4.2,4.2,1.73
2324,24/09/2023,Arsenal,Tottenham,2,2,D,1.67,4.33,4.33
2324,24/09/2023,Brighton,Bournemouth,3,1,H,1.36,5.25,7.5
2324,24/09/2023,Chelsea,Aston Villa,0,1,A,1.91,3.75,3.8
2324,24/09/2023,Liverpool,West Ham,3,1,H,1.4,5.0,7.0
2324,24/09/2023,Sheffield United,Newcastle,0,8,A,7.0,4.75,1.44
2324,30/09/2023,Aston Villa,Brighton,6,1,H,2.55,3.75,2.55
2324,30/09/2023,Bournemouth,Arsenal,0,4,A,5.5,4.5,1.53
2324,30/09/2023,Everton,Luton,1,2,A,1.57,3.8,6.5
2324,30/09/2023,Man United,Crystal Palace,0,1,A,1.55,4.2,5.75
2324,30/09/2023,Newcastle,Burnley,2,0,H,1.3,5.75,9.0
2324,30/09/2023,West Ham,Sheffield United,2,0,H,1.45,4.5,7.0
2324,30/09/2023,Wolves,Man City,2,1,H,8.0,5.75,1.33
2324,30/09/2023,Tottenham,Liverpool,2,1,H,2.9,4.0,2.15
2324,01/10/2023,Nott'm Forest,Brentford,1,1,D,2.75,3.1,2.7
2324,02/10/2023,Fulham,Chelsea,0,2,A,3.6,3.5,2.05
2324,03/10/2023,Luton,Burnley,1,2,A,2.9,3.0,2.63
2324,07/10/2023,Luton,Tottenham,0,1,A,6.0,4.75,1.45
2324,07/10/2023,Burnley,Chelsea,1,4,A,4.5,3.8,1.73
2324,07/10/2023,Everton,Bournemouth,3,0,H,1.91,3.6,3.8
2324,07/10/2023,Fulham,Sheffield United,3,1,H,1.62,3.8,6.0
2324,07/10/2023,Man United,Brentford,2,1,H,1.67,4.2,4.75
2324,07/10/2023,Crystal Palace,Nott'm Forest,0,0,D,2.2,3.1,3.6
2324,08/10/2023,Brighton,Liverpool,2,2,D,3.0,3.8,2.2
2324,08/10/2023,West Ham,Newcastle,2,2,D,3.2,3.75,2.1
2324,08/10/2023,Wolves,Aston Villa,1,1,D,3.5,3.4,2.1
2324,08/10/2023,Arsenal,Man City,1,0,H,2.9,3.3,2.4
2324,21/10/2023,Liverpool,Everton,2,0,H,1.33,5.75,7.5
2324,21/10/2023,Bournemouth,Wolves,1,2,A,2.38,3.4,3.0
2324,21/10/2023,Brentford,Burnley,3,0,H,1.83,3.75,4.2
2324,21/10/2023,Man City,Brighton,2,1,H,1.4,5.25,6.5
2324,21/10/2023,Newcastle,Crystal Palace,4,0,H,1.45,4.5,7.0
2324,21/10/2023,Nott'm Forest,Luton,2,2,D,1.67,3.75,5.5
2324,21/10/2023,Chelsea,Arsenal,2,2,D,3.2,3.4,2.25
2324,21/10/2023,Sheffield United,Man United,1,2,A,6.5,5.25,1.4
2324,22/10/2023,Aston Villa,West Ham,4,1,H,1.85,3.6,4.0
2324,23/10/2023,Tottenham,Fulham,2,0,H,1.5,4.5,6.0
2324,27/10/2023,Crystal Palace,Tottenham,1,2,A,4.5,3.75,1.75
2324,28/10/2023,Chelsea,Brentford,0,2,A,1.65,4.0,5.25
2324,28/10/2023,Arsenal,Sheffield United,5,0,H,1.13,8.5,19.0
2324,28/10/2023,Bournemouth,Burnley,2,1,H,2.15,3.5,3.3
2324,28/10/2023,Wolves,Newcastle,2,2,D,4.2,4.0,1.75
2324,29/10/2023,West Ham,Everton,0,1,A,2.15,3.5,3.3
2324,29/10/2023,Aston Villa,Luton,3,1,H,1.25,6.5,9.5
2324,29/10/2023,Brighton,Fulham,1,1,D,1.55,4.2,5.5
2324,29/10/2023,Liverpool,Nott'm Forest,3,0,H,1.29,5.75,11.0
2324,29/10/2023,Man United,Man City,0,3,A,5.0,3.8,1.67
2324,04/11/2023,Fulham,Man United,0,1,A,3.2,3.6,2.2
2324,04/11/2023,Brentford,West Ham,3,2,H,2.05,3.6,3.5
2324,04/11/2023,Burnley,Crystal Palace,0,2,A,2.75,3.25,2.6
2324,04/11/2023,Everton,Brighton,1,1,D,3.1,3.6,2.2
2324,04/11/2023,Man City,Bournemouth,6,1,H,1.1,11.0,19.0
2324,04/11/2023,Sheffield United,Wolves,2,1,H,3.8,3.5,2.0
2324,04/11/2023,Newcastle,Arsenal,1,0,H,2.8,3.2,2.6
2324,05/11/2023,Nott'm Forest,Aston Villa,2,0,H,4.2,3.75,1.85
2324,05/11/2023,Luton,Liverpool,1,1,D,12.0,6.5,1.22
2324,06/11/2023,Tottenham,Chelsea,1,4,A,2.0,3.75,3.5
2324,11/11/2023,Wolves,Tottenham,2,1,H,3.1,3.75,2.2
2324,11/11/2023,Arsenal,Burnley,3,1,H,1.18,7.0,17.0
2324,11/11/2023,Crystal Palace,Everton,2,3,A,2.45,3.2,3.0
2324,11/11/2023,Man United,Luton,1,0,H,1.33,5.25,9.5
2324,11/11/2023,Bournemouth,Newcastle,2,0,H,4.75,4.0,1.73
2324,12/11/2023,Aston Villa,Fulham,3,1,H,1.57,4.2,5.5
2324,12/11/2023,Brighton,Sheffield United,1,1,D,1.25,5.75,13.0
2324,12/11/2023,Liverpool,Brentford,3,0,H,1.4,5.0,6.5
2324,12/11/2023,West Ham,Nott'm Forest,3,2,H,1.85,3.6,4.0
2324,12/11/2023,Chelsea,Man City,4,4,D,5.0,3.7,1.73
2324,25/11/2023,Man City,Liverpool,1,1,D,1.73,4.2,4.2
2324,25/11/2023,Burnley,West Ham,1,2,A,3.4,3.5,2.05
2324,25/11/2023,Luton,Crystal Palace,2,1,H,3.6,3.3,2.1
2324,25/11/2023,Newcastle,Chelsea,4,1,H,2.55,3.5,2.63
2324,25/11/2023,Nott'm Forest,Brighton,2,3,A,3.2,3.6,2.15
2324,25/11/2023,Sheffield United,Bournemouth,1,3,A,3.2,3.5,2.2
2324,25/11/2023,Brentford,Arsenal,0,1,A,4.5,3.75,1.75
2324,26/11/2023,Tottenham,Aston Villa,1,2,A,2.3,3.8,2.8
2324,26/11/2023,Everton,Man United,0,3,A,2.7,3.4,2.55
2324,27/11/2023,Fulham,Wolves,3,2,H,2.38,3.3,3.0
2324,02/12/2023,Arsenal,Wolves,2,1,H,1.25,5.5,12.0
2324,02/12/2023,Brentford,Luton,3,1,H,1.45,4.5,6.5
2324,02/12/2023,Burnley,Sheffield United,5,0,H,1.8,3.6,4.5
2324,02/12/2023,Nott'm Forest,Everton,0,1,A,2.75,3.25,2.6
2324,02/12/2023,Newcastle,Man United,1,0,H,1.91,3.75,3.8
2324,03/12/2023,Bournemouth,Aston Villa,2,2,D,3.4,4.0,1.95
2324,03/12/2023,Chelsea,Brighton,3,2,H,1.73,4.2,4.2
2324,03/12/2023,Liverpool,Fulham,4,3,H,1.25,6.5,9.0
2324,03/12/2023,West Ham,Crystal Palace,1,1,D,2.0,3.5,3.8
2324,03/12/2023,Man City,Tottenham,3,3,D,1.29,6.0,9.0
2324,05/12/2023,Wolves,Burnley,1,0,H,1.85,3.6,4.2
2324,05/12/2023,Luton,Arsenal,3,4,A,17.0,7.0,1.18
2324,06/12/2023,Brighton,Brentford,2,1,H,1.91,3.8,3.75
2324,06/12/2023,Crystal Palace,Bournemouth,0,2,A,2.25,3.5,3.1
2324,06/12/2023,Fulham,Nott'm Forest,5,0,H,2.0,3.4,3.75
2324,06/12/2023,Sheffield United,Liverpool,0,2,A,12.0,7.5,1.2
2324,06/12/2023,Aston Villa,Man City,1,0,H,4.75,4.2,1.7
2324,06/12/2023,Man United,Chelsea,2,1,H,2.88,3.4,2.45
2324,07/12/2023,Everton,Newcastle,3,0,H,3.25,3.25,2.25
2324,07/12/2023,Tottenham,West Ham,1,2,A,1.75,4.2,4.2
2324,09/12/2023,Crystal Palace,Liverpool,1,2,A,6.0,4.5,1.5
2324,09/12/2023,Brighton,Burnley,1,1,D,1.5,4.75,6.0
2324,09/12/2023,Man United,Bournemouth,0,3,A,1.55,4.33,5.75
2324,09/12/2023,Sheffield United,Brentford,1,0,H,4.2,3.8,1.75
2324,09/12/2023,Wolves,Nott'm Forest,1,1,D,1.85,3.6,4.33
2324,09/12/2023,Aston Villa,Arsenal,1,0,H,3.3,3.6,2.1
2324,10/12/2023,Everton,Chelsea,2,0,H,3.1,3.5,2.25
2324,10/12/2023,Fulham,West Ham,5,0,H,2.38,3.5,2.9
2324,10/12/2023,Luton,Man City,1,2,A,17.0,8.0,1.14
2324,10/12/2023,Tottenham,Newcastle,4,1,H,2.15,3.8,3.1
2324,15/12/2023,Nott'm Forest,Tottenham,0,2,A,4.2,4.2,1.73
2324,16/12/2023,Chelsea,Sheffield United,2,0,H,1.22,6.5,13.0
2324,16/12/2023,Man City,Crystal Palace,2,2,D,1.18,8.0,13.0
2324,16/12/2023,Newcastle,Fulham,3,0,H,1.8,3.8,4.0
2324,16/12/2023,Burnley,Everton,0,2,A,3.6,3.4,2.1
2324,17/12/2023,Arsenal,Brighton,2,0,H,1.44,5.0,6.0
2324,17/12/2023,Brentford,Aston Villa,1,2,A,3.2,3.75,2.1
2324,17/12/2023,West Ham,Wolves,3,0,H,2.15,3.5,3.3
2324,17/12/2023,Liverpool,Man United,0,0,D,1.3,6.0,8.0
2324,21/12/2023,Crystal Palace,Brighton,1,1,D,3.3,3.3,2.15
2324,22/12/2023,Aston Villa,Sheffield United,1,1,D,1.22,6.5,12.0
2324,23/12/2023,West Ham,Man United,2,0,H,2.6,3.6,2.6
2324,23/12/2023,Fulham,Burnley,0,2,A,1.67,3.75,5.25
2324,23/12/2023,Luton,Newcastle,1,0,H,4.75,4.2,1.65
2324,23/12/2023,Nott'm Forest,Bournemouth,2,3,A,2.75,3.4,2.55
2324,23/12/2023,Tottenham,Everton,2,1,H,1.75,4.2,4.0
2324,23/12/2023,Liverpool,Arsenal,1,1,D,2.38,3.6,2.8
2324,24/12/2023,Wolves,Chelsea,2,1,H,3.75,3.75,1.91
2324,26/12/2023,Newcastle,Nott'm Forest,1,3,A,1.5,4.33,5.75
2324,26/12/2023,Bournemouth,Fulham,3,0,H,2.15,3.6,3.2
2324,26/12/2023,Sheffield United,Luton,2,3,A,2.3,3.3,3.1
2324,26/12/2023,Burnley,Liverpool,0,2,A,6.5,5.25,1.4
2324,26/12/2023,Man United,Aston Villa,3,2,H,2.6,3.5,2.6
2324,27/12/2023,Brentford,Wolves,1,4,A,1.95,3.5,4.2
2324,27/12/2023,Chelsea,Crystal Palace,2,1,H,1.67,4.0,5.0
2324,27/12/2023,Everton,Man City,1,3,A,5.75,4.0,1.57
2324,28/12/2023,Brighton,Tottenham,4,2,H,2.5,3.6,2.6
2324,28/12/2023,Arsenal,West Ham,0,2,A,1.33,5.5,7.5
2324,30/12/2023,Luton,Chelsea,2,3,A,6.5,4.2,1.5
2324,30/12/2023,Aston Villa,Burnley,3,2,H,1.36,5.25,7.5
2324,30/12/2023,Crystal Palace,Brentford,3,1,H,2.2,3.3,3.4
2324,30/12/2023,Man City,Sheffield United,2,0,H,1.08,11.0,29.0
2324,30/12/2023,Wolves,Everton,3,0,H,2.63,3.3,2.7
2324,30/12/2023,Nott'm Forest,Man United,2,1,H,3.2,3.6,2.15
2324,31/12/2023,Fulham,Arsenal,2,1,H,5.25,4.5,1.55
2324,31/12/2023,Tottenham,Bournemouth,3,1,H,1.75,4.2,4.0
2324,01/01/2024,Liverpool,Newcastle,4,2,H,1.45,4.5,7.0
2324,02/01/2024,West Ham,Brighton,0,0,D,2.45,3.75,2.75
2324,12/01/2024,Burnley,Luton,1,1,D,2.0,3.6,3.6
2324,13/01/2024,Chelsea,Fulham,1,0,H,1.6,4.2,5.25
2324,13/01/2024,Newcastle,Man City,2,3,A,5.5,4.33,1.55
2324,14/01/2024,Everton,Aston Villa,0,0,D,2.8,3.5,2.45
2324,14/01/2024,Man United,Tottenham,2,2,D,2.2,3.75,3.0
2324,20/01/2024,Arsenal,Crystal Palace,5,0,H,1.3,5.75,9.0
2324,20/01/2024,Brentford,Nott'm Forest,3,2,H,1.91,3.6,4.0
2324,21/01/2024,Sheffield United,West Ham,2,2,D,3.4,3.3,2.2
2324,21/01/2024,Bournemouth,Liverpool,0,4,A,4.2,4.5,1.7
2324,22/01/2024,Brighton,Wolves,0,0,D,1.65,4.33,5.0
2324,30/01/2024,Nott'm Forest,Arsenal,1,2,A,7.5,5.0,1.4
2324,30/01/2024,Fulham,Everton,0,0,D,2.45,3.2,3.0
2324,30/01/2024,Luton,Brighton,4,0,H,4.2,4.2,1.75
2324,30/01/2024,Crystal Palace,Sheffield United,3,2,H,1.62,3.6,6.5
2324,30/01/2024,Aston Villa,Newcastle,1,3,A,1.85,4.0,3.8
2324,31/01/2024,Man City,Burnley,3,1,H,1.08,12.0,21.0
2324,31/01/2024,Tottenham,Brentford,3,2,H,1.67,4.2,4.75
2324,31/01/2024,Liverpool,Chelsea,4,1,H,1.57,4.33,5.25
2324,01/02/2024,West Ham,Bournemouth,1,1,D,2.4,3.75,2.75
2324,01/02/2024,Wolves,Man United,3,4,A,2.63,3.6,2.55
2324,03/02/2024,Everton,Tottenham,2,2,D,3.0,3.6,2.25
2324,03/02/2024,Brighton,Crystal Palace,4,1,H,1.7,4.0,4.75
2324,03/02/2024,Burnley,Fulham,2,2,D,2.9,3.4,2.38
2324,03/02/2024,Newcastle,Luton,4,4,D,1.44,4.75,6.5
2324,03/02/2024,Sheffield United,Aston Villa,0,5,A,5.25,4.2,1.62
2324,04/02/2024,Bournemouth,Nott'm Forest,1,1,D,1.7,4.2,4.5
2324,04/02/2024,Chelsea,Wolves,2,4,A,1.62,4.0,5.5
2324,04/02/2024,Man United,West Ham,3,0,H,1.62,4.2,5.0
2324,04/02/2024,Arsenal,Liverpool,3,1,H,2.2,3.6,3.1
2324,05/02/2024,Brentford,Man City,1,3,A,7.0,4.75,1.4
2324,10/02/2024,Man City,Everton,2,0,H,1.18,8.0,13.0
2324,10/02/2024,Fulham,Bournemouth,3,1,H,2.38,3.5,2.8
2324,10/02/2024,Liverpool,Burnley,3,1,H,1.17,8.0,17.0
2324,10/02/2024,Luton,Sheffield United,1,3,A,1.75,3.75,4.75
2324,10/02/2024,Tottenham,Brighton,2,1,H,1.8,4.2,3.8
2324,10/02/2024,Wolves,Brentford,0,2,A,2.1,3.6,3.4
2324,10/02/2024,Nott'm Forest,Newcastle,2,3,A,3.3,3.75,2.05
2324,11/02/2024,West Ham,Arsenal,0,6,A,6.0,4.33,1.53
2324,11/02/2024,Aston Villa,Man United,1,2,A,2.15,3.75,3.1
2324,12/02/2024,Crystal Palace,Chelsea,1,3,A,4.2,3.8,1.85
2324,17/02/2024,Brentford,Liverpool,1,4,A,5.5,4.33,1.57
2324,17/02/2024,Burnley,Arsenal,0,5,A,10.0,5.75,1.29
2324,17/02/2024,Fulham,Aston Villa,1,2,A,2.9,3.75,2.2
2324,17/02/2024,Newcastle,Bournemouth,2,2,D,1.83,4.2,3.75
2324,17/02/2024,Nott'm Forest,West Ham,2,0,H,2.38,3.5,2.9
2324,17/02/2024,Tottenham,Wolves,1,2,A,1.53,4.75,5.25
2324,17/02/2024,Man City,Chelsea,1,1,D,1.33,5.5,8.0
2324,18/02/2024,Sheffield United,Brighton,0,5,A,5.0,4.2,1.62
2324,18/02/2024,Luton,Man United,1,2,A,4.0,4.0,1.8
2324,19/02/2024,Everton,Crystal Palace,1,1,D,1.7,3.6,5.25
2324,20/02/2024,Man City,Brentford,1,0,H,1.18,8.0,13.0
2324,21/02/2024,Liverpool,Luton,4,1,H,1.2,7.0,13.0
2324,24/02/2024,Aston Villa,Nott'm Forest,4,2,H,1.53,4.5,5.75
2324,24/02/2024,Brighton,Everton,1,1,D,1.83,3.8,4.2
2324,24/02/2024,Crystal Palace,Burnley,3,0,H,1.95,3.5,4.0
2324,24/02/2024,Man United,Fulham,1,2,A,1.57,4.33,5.5
2324,24/02/2024,Bournemouth,Man City,0,1,A,7.0,5.25,1.4
2324,24/02/2024,Arsenal,Newcastle,4,1,H,1.36,5.25,8.0
2324,25/02/2024,Wolves,Sheffield United,1,0,H,1.44,4.75,7.0
2324,26/02/2024,West Ham,Brentford,4,2,H,2.5,3.5,2.75
2324,02/03/2024,Brentford,Chelsea,2,2,D,3.1,3.75,2.15
2324,02/03/2024,Everton,West Ham,1,3,A,2.05,3.6,3.5
2324,02/03/2024,Fulham,Brighton,3,0,H,2.55,3.6,2.63
2324,02/03/2024,Newcastle,Wolves,3,0,H,1.91,4.0,3.6
2324,02/03/2024,Nott'm Forest,Liverpool,0,1,A,6.0,4.33,1.53
2324,02/03/2024,Tottenham,Crystal Palace,3,1,H,1.5,4.33,6.5
2324,02/03/2024,Luton,Aston Villa,2,3,A,4.33,4.2,1.73
2324,03/03/2024,Burnley,Bournemouth,0,2,A,3.75,3.6,1.95
2324,03/03/2024,Man City,Man United,3,1,H,1.25,5.75,11.0
2324,04/03/2024,Sheffield United,Arsenal,0,6,A,17.0,7.0,1.18
2324,09/03/2024,Man United,Everton,2,0,H,1.83,3.6,4.0
2324,09/03/2024,Bournemouth,Sheffield United,2,2,D,1.33,5.25,8.0
2324,09/03/2024,Crystal Palace,Luton,1,1,D,1.75,3.8,4.2
2324,09/03/2024,Wolves,Fulham,2,1,H,2.5,3.4,2.75
2324,09/03/2024,Arsenal,Brentford,2,1,H,1.22,7.0,11.0
2324,10/03/2024,Aston Villa,Tottenham,0,4,A,2.38,4.0,2.6
2324,10/03/2024,Brighton,Nott'm Forest,1,0,H,1.8,4.0,4.0
2324,10/03/2024,West Ham,Burnley,2,2,D,1.67,4.0,4.75
2324,10/03/2024,Liverpool,Man City,1,1,D,3.0,3.75,2.2
2324,11/03/2024,Chelsea,Newcastle,3,2,H,1.91,4.0,3.6
2324,13/03/2024,Bournemouth,Luton,4,3,H,1.5,4.75,5.75
2324,16/03/2024,Burnley,Brentford,2,1,H,3.25,3.6,2.15
2324,16/03/2024,Luton,Nott'm Forest,1,1,D,2.8,3.5,2.45
2324,16/03/2024,Fulham,Tottenham,3,0,H,3.5,3.8,1.95
2324,17/03/2024,West Ham,Aston Villa,1,1,D,2.63,3.75,2.45
2324,30/03/2024,Newcastle,West Ham,4,3,H,1.83,4.2,3.8
2324,30/03/2024,Bournemouth,Everton,2,1,H,2.2,3.6,3.2
2324,30/03/2024,Chelsea,Burnley,2,2,D,1.29,6.0,9.5
2324,30/03/2024,Nott'm Forest,Crystal Palace,1,1,D,2.2,3.3,3.4
2324,30/03/2024,Sheffield United,Fulham,3,3,D,4.5,4.0,1.73
2324,30/03/2024,Tottenham,Luton,2,1,H,1.2,8.0,11.0
2324,30/03/2024,Aston Villa,Wolves,2,0,H,1.6,4.33,5.0
2324,30/03/2024,Brentford,Man United,1,1,D,3.0,3.8,2.2
2324,31/03/2024,Liverpool,Brighton,2,1,H,1.36,5.5,7.5
2324,31/03/2024,Man City,Arsenal,0,0,D,1.91,3.8,3.8
2324,02/04/2024,Newcastle,Everton,1,1,D,2.0,3.75,3.5
2324,02/04/2024,Nott'm Forest,Fulham,3,1,H,2.7,3.4,2.63
2324,02/04/2024,Bournemouth,Crystal Palace,1,0,H,1.95,3.8,3.6
2324,02/04/2024,Burnley,Wolves,1,1,D,2.45,3.6,2.75
2324,02/04/2024,West Ham,Tottenham,1,1,D,3.3,4.2,1.95
2324,03/04/2024,Arsenal,Luton,2,0,H,1.1,10.0,19.0
2324,03/04/2024,Brentford,Brighton,0,0,D,2.38,3.8,2.75
2324,03/04/2024,Man City,Aston Villa,4,1,H,1.3,6.0,8.0
2324,04/04/2024,Liverpool,Sheffield United,3,1,H,1.09,12.0,21.0
2324,04/04/2024,Chelsea,Man United,4,3,H,2.0,4.0,3.4
2324,06/04/2024,Crystal Palace,Man City,2,4,A,9.5,5.25,1.33
2324,06/04/2024,Aston Villa,Brentford,3,3,D,1.7,4.0,4.75
2324,06/04/2024,Everton,Burnley,1,0,H,1.65,4.0,5.25
2324,06/04/2024,Fulham,Newcastle,0,1,A,2.38,3.8,2.8
2324,06/04/2024,Luton,Bournemouth,2,1,H,3.75,3.8,1.91
2324,06/04/2024,Wolves,West Ham,1,2,A,2.5,3.6,2.7
2324,06/04/2024,Brighton,Arsenal,0,3,A,5.0,4.33,1.62
2324,07/04/2024,Man United,Liverpool,2,2,D,4.75,4.5,1.6
2324,07/04/2024,Sheffield United,Chelsea,2,2,D,7.0,5.25,1.4
2324,07/04/2024,Tottenham,Nott'm Forest,3,1,H,1.4,5.5,6.5
2324,13/04/2024,Newcastle,Tottenham,4,0,H,2.7,4.0,2.3
2324,13/04/2024,Brentford,Sheffield United,2,0,H,1.44,5.0,6.5
2324,13/04/2024,Burnley,Brighton,1,1,D,3.5,3.75,2.0
2324,13/04/2024,Man City,Luton,5,1,H,1.1,11.0,19.0
2324,13/04/2024,Nott'm Forest,Wolves,2,2,D,2.1,3.4,3.5
2324,13/04/2024,Bournemouth,Man United,2,2,D,2.4,3.9,2.6
2324,14/04/2024,Liverpool,Crystal Palace,0,1,A,1.22,7.0,12.0
2324,14/04/2024,West Ham,Fulham,0,2,A,2.38,3.6,2.8
2324,14/04/2024,Arsenal,Aston Villa,0,2,A,1.29,5.75,10.0
2324,15/04/2024,Chelsea,Everton,6,0,H,1.7,4.2,4.5
2324,20/04/2024,Luton,Brentford,1,5,A,3.1,3.75,2.15
2324,20/04/2024,Sheffield United,Burnley,1,4,A,2.75,3.6,2.45
2324,20/04/2024,Wolves,Arsenal,0,2,A,8.5,4.5,1.4
2324,21/04/2024,Everton,Nott'm Forest,2,0,H,2.05,3.5,3.6
